Name,Total
A. Jallow,231.0
Embarba,231.0
L. Velázquez,231.0
Z. Clough,231.0
A. Adomah,231.0
D. Etienne Jr.,231.0
N. Cardozo,231.0
F. Oreja,231.0
Fran Carbia,231.0
J. Hyka,231.0
P. Cissé,231.0
D. Schütz,231.0
Córdoba,231.0
K. Trippier,231.0
L. Maina,231.0
L. Holtby,231.0
M. Moreno,231.0
S. Villa,231.0
M. Vešović,231.0
J. Fuchs,231.0
Y. Mutō,231.0
A. Ćorić,231.0
Douglas Santos,231.0
Gil Dias,231.0
Léo Matos,231.0
L. Vietto,231.0
R. Kristiansen,231.0
A. El Jadeyaoui,231.0
E. Assifuah,231.0
Y. Kakitani,231.0
C. Ninga,231.0
F. Geisler,231.0
Y. Chibsah,231.0
J. Reimerink,231.0
D. Djené,231.0
T. Alexander-Arnold,231.0
B. Vătăjelu,231.0
J. Ward,231.0
G. Simeone,231.0
A. Ngamukol,231.0
H. Pérez,231.0
I. Dia,231.0
M. Thurnwald,231.0
Wellington Nem,231.0
D. Kuzyaev,231.0
F. Fragapane,231.0
N. Clyne,231.0
André Silva,231.0
João Bardinho,231.0
P. Hetemaj,231.0
N. Amiri,231.0
R. Noir,231.0
G. Vural,231.0
D. Bamba,231.0
Z. Sanogo,231.0
João Novais,231.0
I. Fiolić,231.0
N. Kebano,231.0
M. Zullo,231.0
M. Bolaños,231.0
O. Bayram,231.0
Y. Öztekin,231.0
M. Kleinsorge,231.0
Roger,231.0
J. Botaka,231.0
A. Schürrle,231.0
Lins,231.0
D. Sinkgraven,231.0
H. Afful,231.0
Marcelo Goiano,231.0
Fábio Espinho,231.0
M. Casierra,231.0
R. O'Donovan,231.0
N. Mohammed,231.0
K. Gibbs,231.0
Y. Soteldo,231.0
E. Alioski,231.0
J. Reine-Adélaïde,231.0
M. Rzatkowski,231.0
J. Drolè,231.0
Fernando,231.0
Y. Gouffran,231.0
Q. Antipas,231.0
M. Batshuayi,231.0
Portu,231.0
A. Diawusie,231.0
V. Figueroa,231.0
R. Babel,231.0
J. Gatt,231.0
Murilo,231.0
M. Marshall,231.0
P. Schick,231.0
B. Bereszyński,231.0
J. Brenet,231.0
João Félix,231.0
J. Sims,231.0
S. Tibbling,231.0
R. Koike,231.0
D. Gustavsson,231.0
F. Acuña,231.0
B. Henning,231.0
Tiago Pombeira,231.0
Douglas,231.0
J. Quiñones,231.0
A. Iwobi,231.0
V. Moses,231.0
D. Muñoz,231.0
O. García,231.0
A. Bangoura,230.0
L. Zarandia,230.0
Y. Yoshida,230.0
J. Zimmer,230.0
M. Aarons,230.0
J. Larsson,230.0
F. Montero,230.0
C. Knasmüllner,230.0
Chiquinho,230.0
I. Ávila,230.0
Y. Sari,230.0
D. Pelkas,230.0
M. Antenucci,230.0
M. Sema,230.0
R. Woods,230.0
Nilsito Vilela,230.0
Vágner Corraldo,230.0
L. Koutris,230.0
P. Arriola,230.0
Nuno Santos,230.0
Bae Il Hwan,230.0
E. Andersen,230.0
S. Koç,230.0
H. Yamaguchi,230.0
S. Mosquera,230.0
R. Hassan,230.0
F. Pick,230.0
A. Dreyer,230.0
J. McGlashan,230.0
F. Midtsjø,230.0
Ivi,230.0
V. García,230.0
Gus Outomouro,230.0
S. Armstrong,230.0
Heriberto Tavares,230.0
L. Ibáñez,230.0
Y. Wissa,230.0
R. Williams,230.0
A. Powell,230.0
V. Laurini,230.0
Dani Pacheco,230.0
Nicolás Formido,230.0
L. Laverone,230.0
William,230.0
L. Marengo,230.0
D. Odoi,230.0
J. Toljan,230.0
L. Chiaretti,230.0
J. Harrison,230.0
Jacson Zonta,230.0
H. Kane,230.0
C. Oliveira Souza,230.0
J. Fehr,230.0
M. Turay,230.0
R. Vargas,230.0
Koke,230.0
O. Şahan,230.0
N. Benezet,230.0
K. Roofe,230.0
C. Alzáte,230.0
Murilo Freitas,230.0
M. Koné,230.0
M. Barbieri,230.0
Y. Ravet,230.0
A. Baba,230.0
A. Roa,230.0
S. Özbayraklı,230.0
M. Kanazaki,230.0
Manu García,230.0
R. Boguski,230.0
D. Boysen,230.0
Mauro Cildinho,230.0
Shim Dong Woon,230.0
Paulinho,230.0
Toni Villa,230.0
M. Sperduti,230.0
Iván Sánchez,230.0
Y. Mokhtar,230.0
S. Cárdenas,230.0
E. Adu,230.0
Élton,230.0
D. Petratos,230.0
C. Martinez,230.0
R. Jackson,230.0
A. Conti,230.0
Fábio,230.0
D. Brooks,230.0
A. Al Bishi,230.0
A. Acquah,230.0
T. Obadeyi,230.0
S. Rakowitz,230.0
V. Berisha,230.0
J. Murillo,230.0
F. Muslija,230.0
Paulinho,230.0
S. Kittel,230.0
Diogo Gonçalves,230.0
Paulinho,230.0
S. Coleman,230.0
Capa,230.0
Falcao,230.0
D. Rose,230.0
Marçal,230.0
M. Marega,230.0
Alexo Baia,230.0
P. Smyth,230.0
G. Lo Celso,230.0
T. Delaney,230.0
Charles,230.0
M. Phillips,230.0
Rafinha,230.0
Antunes,230.0
M. Fabián,230.0
Jurado,230.0
G. Medel,230.0
F. Agu,230.0
Carlos Soler,230.0
Montoya,230.0
D. Welbeck,230.0
J. Maddison,230.0
A. Halilović,230.0
J. Ayew,230.0
I. Gündoğan,230.0
A. Turan,230.0
Juanfran,230.0
L. Hernández,230.0
Andreas Pereira,230.0
J. Weigl,229.0
D. Payet,229.0
J. Bamba,229.0
Eber Bessa,229.0
Bartra,229.0
A. N'Diaye,229.0
A. Hoole,229.0
S. Rudy,229.0
M. Saito,229.0
M. Mak,229.0
D. Benedetto,229.0
Emerson,229.0
A. Appiah,229.0
L. Freeman,229.0
Lafortiscinho,229.0
A. Sanabria,229.0
C. O'Dowda,229.0
C. Nyman,229.0
K. Vollmann,229.0
C. Harriott,229.0
Djaniny,229.0
M. Lais,229.0
R. Varane,229.0
Auro,229.0
S. Aluko,229.0
R. Insigne,229.0
S. Janko,229.0
F. Neuhaus,229.0
S. Skarlatidis,229.0
Fabrio Farinha,229.0
C. Palomeque,229.0
Sandro,229.0
S. Lex,229.0
M. Johnson,229.0
G. Töre,229.0
G. Donyoh,229.0
D. Rolán,229.0
R. Kruse,229.0
Fede Vico,229.0
B. Renneke,229.0
D. Kamada,229.0
A. Weimann,229.0
B. Finne,229.0
J. Amavi,229.0
Diego Maurício,229.0
B. Verstraete,229.0
D. Rowe,229.0
B. Bannan,229.0
P. Mouche,229.0
A. Jahanbakhsh,229.0
Vágner Norteiro,229.0
D. Prokop,229.0
M. Degenek,229.0
S. Moharrami,229.0
L. Isgrove,229.0
Trezeguet,229.0
M. Cash,229.0
B. Trawally,229.0
Zeca,229.0
M. Byrne,229.0
S. Becker,229.0
A. Paloschi,229.0
I. Popov,229.0
A. Jafar,229.0
D. Baselli,229.0
J. Morris,229.0
A. Candreva,229.0
B. Dack,229.0
B. Kuwas,229.0
M. Söderqvist,229.0
Sergio Santos,229.0
J. Cavallaro,229.0
E. Nketiah,229.0
Gerard Moreno,229.0
O. Boumal,229.0
R. Neudecker,229.0
C. Falletti,229.0
Dentinho,229.0
A. del Valle,229.0
M. van Bergen,229.0
L. Cole,229.0
D. Quiñónes,229.0
U. Emanuelson,229.0
D. Cole,229.0
B. Halimi,229.0
B. Başaçıkoğlu,229.0
P. Möschl,229.0
N. Barella,229.0
S. Szymański,229.0
G. Brugman,229.0
E. Lamela,229.0
N. De Préville,229.0
J. Fernandes,229.0
Bruno Gaspar,229.0
L. Schaub,229.0
E. Knudtzon,229.0
H. Ben Arfa,229.0
A. Witsel,229.0
G. Kondogbia,229.0
A. Ring,229.0
G. Carey,229.0
Wendel,229.0
A. Nagy,229.0
M. Cuisance,229.0
L. Agbenyenu,229.0
Cédric,229.0
R. Söder,229.0
Diego Capel,229.0
E. Bauthéac,229.0
O. Watkins,229.0
Y. Sabaly,229.0
Y. Bárcenas,229.0
J. St. Juste,229.0
M. Diaby,229.0
B. Ketkeophomphone,229.0
Tiago Silva,229.0
Pol Valentín,229.0
M. Etxeberría,229.0
D. Tadić,229.0
H. Çalhanoğlu,229.0
Jason,229.0
T. Malacia,229.0
E. Bardhi,229.0
F. Concas,228.0
C. Noone,228.0
H. Palacios,228.0
H. Wilson,228.0
M. Cáceres,228.0
A. Diallo,228.0
G. Fernández,228.0
N. Lodeiro,228.0
N. Daghfous,228.0
P. Muñoz,228.0
M. Risse,228.0
M. Pérez García,228.0
T. Conechny,228.0
A. Büyük,228.0
M. Dossevi,228.0
D. Álvarez,228.0
F. Mveng,228.0
N. Sarenren Bazee,228.0
A. Ouahim,228.0
Fidel,228.0
M. Kruse,228.0
A. Ajagun,228.0
Jair,228.0
K. Harris,228.0
Lucas Fernandes,228.0
R. Thomas,228.0
José Mirazar,228.0
Renato Santos,228.0
M. Wagué,228.0
M. Murillo,228.0
L. Stindl,228.0
Pietrson Mendes,228.0
André Vidigal,228.0
J. Schmid,228.0
Camilo,228.0
B. Mensah,228.0
J. Ibe,228.0
Nono,228.0
T. Chahed,228.0
K. Mensah,228.0
L. Alessandra,228.0
Y. Cabrera,228.0
Vítor Bruno,228.0
Borja Llarena,228.0
S. Doumbia,228.0
R. Philippoteaux,228.0
M. Emnes,228.0
H. Muath,228.0
C. Thompson,228.0
M. Ureña,228.0
A. Fink,228.0
Mama Baldé,228.0
A. González,228.0
G. Shinnie,228.0
O. Trejo,228.0
Hildeberto Pereira,228.0
A. Araujo,228.0
R. Meggiorini,228.0
M. Ritter,228.0
L. Krejčí,228.0
R. Del Castillo,228.0
D. Bessa,228.0
B. Kamau,228.0
M. Ostrzolek,228.0
T. Fountas,228.0
H. Aleesami,228.0
G. Zardes,228.0
Bruno Andrade,228.0
S. Hogan,228.0
Wilson Eduardo,228.0
R. Martínez,228.0
E. Reynoso,228.0
C. Chiricò,228.0
D. Suárez,228.0
N. Yennaris,228.0
A. Crescenzi,228.0
G. Sio,228.0
O. Kharbin,228.0
E. Arango,228.0
M. Osei Kwadwo,228.0
N. Vlašić,228.0
J. Defoe,228.0
S. Schrijvers,228.0
Hugo Mallo,228.0
I. Abate,228.0
Diego Lopes,228.0
J. Mendy,228.0
R. De Paul,228.0
K. Özer,228.0
A. Danjuma Groeneveld,228.0
N. Byrne,228.0
C. Montano,228.0
N. Fernández,228.0
Soares,228.0
A. Samedov,228.0
D. Kądzior,228.0
F. Schnellhardt,228.0
Arthur,228.0
V. Rodić,228.0
Ricardo Goulart,228.0
Borja García,228.0
M. Morys,228.0
D. Marsura,228.0
M. Samatta,228.0
D. Oberlin,228.0
D. Lezcano,228.0
W. Barrios,228.0
J. Correa,228.0
B. Sagredo,228.0
L. Miranda,228.0
J. Vázquez,228.0
R. Durmisi,228.0
N. Bärkroth,228.0
M. Busellato,228.0
Éder Militão,228.0
L. Saldaña,228.0
L. Christodoulopoulos,228.0
Danilo,228.0
P. Kimpembe,228.0
A. Barrada,228.0
J. De Guzmán,228.0
P. Ankersen,228.0
Óliver Torres,228.0
E. Taşdemir,228.0
A. Marušić,228.0
G. Holtmann,228.0
Thiago Mendes,228.0
Rômulão Selva,228.0
Silas Almeim,228.0
K. Miś,228.0
B. Oviedo,228.0
A. Mehmedi,228.0
J. Blanco,227.0
Sergi Roberto,227.0
Y. El Ghanassy,227.0
Víctor Rodríguez,227.0
K. Anderson,227.0
A. Garofalo,227.0
A. Claude Maurice,227.0
R. Brady,227.0
M. Terrier,227.0
L. Refaelov,227.0
Rubén Sobrino,227.0
R. Gumny,227.0
H. Wolf,227.0
S. Zuber,227.0
N. Bancu,227.0
T. Rincón,227.0
M. Anderson,227.0
Euller,227.0
C. Stengs,227.0
N. De la Cruz,227.0
C. Tanner,227.0
A. Salvi,227.0
E. Çolak,227.0
S. Ascacíbar,227.0
T. Vilhena,227.0
F. Haugen,227.0
E. Palacios,227.0
G. Clichy,227.0
Y. Karamoh,227.0
R. Fiamozzi,227.0
G. Bia,227.0
Hwang Ui Jo,227.0
S. Larsson,227.0
Victildinho,227.0
João Mário,227.0
N. Dirar,227.0
C. Kröpfl,227.0
P. Capelle,227.0
A. Barillà,227.0
S. Floranus,227.0
Diogo Viana,227.0
Renato Sanches,227.0
M. El-Munir,227.0
G. Cros,227.0
S. Miller,227.0
Jin Taiyan,227.0
O. Bulut,227.0
S. Hanni,227.0
D. Lukebakio,227.0
J. Collins,227.0
E. Frear,227.0
A. Rispoli,227.0
J. Green,227.0
Danilo,227.0
A. Engin,227.0
R. Wolski,227.0
M. Araz,227.0
Mauro Júnior,227.0
N. Kreuzer,227.0
R. Lindkvist,227.0
J. Veretout,227.0
M. Núñez,227.0
Yu Hanchao,227.0
R. Soriano,227.0
V. Giraldo,227.0
A. Bah,227.0
S. Naismith,227.0
H. Manzala,227.0
K. Rausch,227.0
K. D'Haene,227.0
R. Varga,227.0
R. Botta,227.0
J. Cordoval,227.0
O. Romero,227.0
J. Lazare Amani,227.0
Jonas,227.0
A. Maitland-Niles,227.0
J. Benítez,227.0
U. Antuna,227.0
B. Halloran,227.0
M. Arnautović,227.0
F. Đuričić,227.0
D. Connolly,227.0
S. Widmer,227.0
C. Villanueva,227.0
Jang Ho Ik,227.0
S. Gündüz,227.0
N. Maupay,227.0
F. Sears,227.0
M. Abdul Shafy,227.0
B. Romero,227.0
G. Notsuda,227.0
R. Bertrand,227.0
N. Pasquini,227.0
B. Rabello,227.0
P. Pawlett,227.0
J. Jones,227.0
M. Dembélé,227.0
K. Acosta,227.0
D. Ings,227.0
P. Türpitz,227.0
L. Jović,227.0
N. Yamada,227.0
R. Vanegas,227.0
C. Evina,227.0
G. Castro,227.0
M. Duelund,227.0
Z. Labyad,227.0
Paulo Vitor,227.0
M. Pjanić,227.0
C. Rizzuto,227.0
T. Kløve,227.0
A. Duncan,227.0
Munir,227.0
Omar Ramos,227.0
N. Lima,227.0
P. McGowan,227.0
G. Koomson,227.0
R. Boudebouz,227.0
F. Amuzu,227.0
Lucas Leiva,227.0
D. Alar,227.0
O. Edouard,226.0
Mario Hermoso,226.0
J. Palacios,226.0
K. Malcuit,226.0
R. Christie,226.0
Tyronne,226.0
Raphael Doninho,226.0
L. Waldschmidt,226.0
R. Rodríguez,226.0
Bruno Xadas,226.0
D. Didavi,226.0
Pablo Fornals,226.0
M. Born,226.0
F. Diabaté,226.0
T. Drage,226.0
B. Wood,226.0
J. Boga,226.0
Xavier,226.0
M. Tévez,226.0
L. Augustinsson,226.0
A. Gory,226.0
Jamiro Monteiro,226.0
M. Stefaniak,226.0
A. May,226.0
Fernandinho,226.0
A. Eschenko,226.0
D. Horgan,226.0
M. Ødegaard,226.0
L. Fernández,226.0
J. Grealish,226.0
Heltinho Melo,226.0
B. Garnica,226.0
L. Villafañez,226.0
C. Pinares,226.0
T. Agyepong,226.0
J. Willems,226.0
J. Payne,226.0
Adão Salvadaldo,226.0
E. Boldewijn,226.0
F. Malbašić,226.0
M. Nelom,226.0
C. Rius,226.0
I. Mathew,226.0
F. Mora,226.0
P. Aguilar,226.0
S. Celozzi,226.0
A. Kellett,226.0
F. Belluschi,226.0
M. Bauer,226.0
M. Olsson,226.0
Paulinho,226.0
A. Chahechouhe,226.0
Álex Moreno,226.0
D. Johnson,226.0
J. Dilrosun,226.0
K. Linetty,226.0
N. Wells,226.0
S. Thioub,226.0
P. Köpke,226.0
S. Skrabb,226.0
E. O'Kane,226.0
C. Clemens,226.0
D. Beasley,226.0
F. Valiani,226.0
P. Kadeřábek,226.0
Baiano,226.0
C. Bacca,226.0
M. Pjaca,226.0
J. Moreira,226.0
M. Hartel,226.0
K. Nowak,226.0
L. Kalludra,226.0
S. Vrsaljko,226.0
Flávio Triginho,226.0
M. Ingebrigtsen,226.0
Luis Milla,226.0
L. Paredes,226.0
Y. M'Changama,226.0
B. Chilwell,226.0
N. Sliti,226.0
Paulinho,226.0
S. Araujo,226.0
B. Barker,226.0
B. Garmston,226.0
Matos,226.0
C. Keita,226.0
W. Cyprien,226.0
K. Mayi,226.0
R. Rodriguez,226.0
K. Bua,226.0
David Villa,226.0
R. Riski,226.0
M. Mahi,226.0
B. Atik,226.0
Adryan,226.0
F. Ricci,226.0
S. Lundevall,226.0
J. Vargas,226.0
A. Gerndt,226.0
J. Fleck,226.0
Mossoró,226.0
P. Cowan-Hall,226.0
G. Maroni,226.0
Francis,226.0
Adilson Edrada,226.0
V. Darida,226.0
C. Martschinko,226.0
Hugo Rubiães,226.0
P. Pogba,226.0
H. Abe,226.0
J. Durmaz,226.0
K. Wolze,226.0
I. Mbenza,226.0
F. Kaufmann,226.0
João Pedro,226.0
M. Njie,226.0
D. Avdijaj,226.0
Jorginhson,226.0
K. Moriya,226.0
P. Hosiner,226.0
Kim Seung Dae,226.0
M. De Sciglio,226.0
G. Bou,226.0
Juankar,226.0
M. Darmian,226.0
W. Pacheco,226.0
André Simões,226.0
L. Suárez,226.0
R. Curtis,226.0
J. Pastore,226.0
E. Choupo-Moting,226.0
Caiuby,226.0
F. Johnson,226.0
F. Navarro,226.0
M. Bakakis,226.0
M. Debuchy,226.0
D. Starkl,226.0
J. Rodriguez,226.0
J. Skjelvik,226.0
Ivo Pinto,226.0
J. Mezú,226.0
J. Thompson,226.0
D. Soddimo,226.0
S. Thern,226.0
Fernandinho,226.0
J. Pérez,226.0
Roque Mesa,226.0
S. Baldock,226.0
A. Bamba,226.0
M. Pospíšil,226.0
V. Hedenstad,226.0
Samu,226.0
Lucas Pérez,226.0
Manu Trigueros,226.0
Cucurella,225.0
J. Akpa Akpro,225.0
S. Sirigu,225.0
F. Orlando,225.0
B. Miranda,225.0
Viti,225.0
S. Ganz,225.0
S. Horvath,225.0
D. Johnsen,225.0
R. Matsuda,225.0
Óscar Plano,225.0
S. Hain,225.0
S. Bidaoui,225.0
M. Maolida,225.0
D. Blanco,225.0
S. Szmodics,225.0
R. Gojani,225.0
M. Mount,225.0
Javi Galán,225.0
D. Rose,225.0
Alan Patrick,225.0
G. Middleton,225.0
S. Silva,225.0
Ding Haifeng,225.0
B. Chapman,225.0
L. Klünter,225.0
E. Ponce,225.0
K. Demirbay,225.0
M. Fissore,225.0
M. Możdżeń,225.0
Jadson Vidigal,225.0
Lee Seul Chan,225.0
Lee Yong,225.0
Davidson,225.0
R. Cannon,225.0
O. Idrissi,225.0
O. Çek,225.0
K. Fortounis,225.0
S. Lewerenz,225.0
R. Zozulya,225.0
A. Woodyard,225.0
J. Obita,225.0
R. Mora,225.0
M. Ofkir,225.0
P. Joosten,225.0
Guilherme Sityá,225.0
A. Matthews,225.0
F. Ferreyra,225.0
D. Kutesa,225.0
Luisinho,225.0
A. Nicholls,225.0
A. Traustason,225.0
M. Górski,225.0
Yago,225.0
R. Aliendro,225.0
M. Rygaard,225.0
Gustavo Cascardo,225.0
M. Urruti,225.0
Rochinha,225.0
J. Sanchez,225.0
S. Kalou,225.0
F. Tchenkoua,225.0
J. Dueñas,225.0
H. Fertoli,225.0
Kim In Seong,225.0
J. van Overeem,225.0
N. Haas,225.0
J. Pivarić,225.0
Park Sun Ju,225.0
Kiko Femenía,225.0
R. Charles-Cook,225.0
M. Cabrera,225.0
G. Torres,225.0
Nascimentardo,225.0
Edgar Méndez,225.0
Everton Andrão,225.0
H. Mascorro,225.0
R. Bazoer,225.0
E. Pavez,225.0
R. Hamouma,225.0
Keko,225.0
Park Joo Ho,225.0
D. Atanga,225.0
K. Molino,225.0
C. Tosun,225.0
Djalma,225.0
L. Diarra,225.0
F. Tait,225.0
B. Addae,225.0
G. Acosta,225.0
B. Meling,225.0
J. Sotirio,225.0
V. Aboubakar,225.0
M. Büchel,225.0
M. Gakpa,225.0
E. Bytyqi,225.0
N. Bandiera,225.0
M. Piedrahita,225.0
J. Murillo,225.0
N. Aankour,225.0
T. Foket,225.0
Jordi Mboula,225.0
I. Köybaşı,225.0
R. Torres,225.0
M. Valenzuela,225.0
O. Wendt,225.0
I. Uche,225.0
Ryu Seung Woo,225.0
A. Peñaranda,225.0
C. Telo,225.0
X. Kouassi,225.0
P. Hurtado,225.0
M. Watkins,225.0
G. Nepomuceno,225.0
K. Jackson,225.0
L. Vigen Christensen,225.0
M. Leitner,225.0
F. N'Sakala,225.0
F. Chalov,225.0
L. Siligardi,225.0
L. Blas,225.0
K. Narey,225.0
F. Quagliarella,225.0
J. Rodríguez,225.0
L. Taylor,225.0
M. Çelik,225.0
A. Saelemaekers,225.0
L. Castro,225.0
J. George,225.0
F. Novák,225.0
D. Blum,225.0
L. Spinazzola,225.0
F. Dady Ngoy,225.0
B. Mendy,225.0
K. Monnet-Paquet,225.0
H. Sakai,225.0
F. Pizzini,225.0
J. Green,225.0
K. Schindler,225.0
A. Tanaka,225.0
Y. Ngbakoto,225.0
P. Schiattarella,224.0
L. Benito,224.0
H. Bahebri,224.0
A. Frączczak,224.0
Rafael Carioca,224.0
Zé Luís,224.0
J. González,224.0
Gabriel Silva,224.0
J. Asoro,224.0
Jaume Costa,224.0
D. Sturridge,224.0
M. Ballmert,224.0
Nacho Monreal,224.0
Pere Milla,224.0
D. Larsson,224.0
T. Walker,224.0
M. Rybus,224.0
I. Pussetto,224.0
Nixon,224.0
G. Díaz,224.0
Arana,224.0
O. Zahustel,224.0
Salvi Sánchez,224.0
L. Di Plácido,224.0
O. Okwonkwo,224.0
R. Skov,224.0
N. Al Abed,224.0
E. García,224.0
C. Bernardi,224.0
A. Fernández,224.0
M. Fellah,224.0
J. Sánchez,224.0
Kahraba,224.0
N. Mendez-Laing,224.0
G. Montiel,224.0
J. Pineda,224.0
A. Yiadom,224.0
D. Origi,224.0
Aitor García,224.0
Francisco Júnior,224.0
D. Criscito,224.0
M. Kone,224.0
B. Zolinski,224.0
J. Lucumi,224.0
B. Enobakhare,224.0
B. Celina,224.0
G. Sakai,224.0
A. Poli,224.0
B. Borrello,224.0
Aleñá,224.0
S. Rieks,224.0
C. Cisneros,224.0
H. Rodallega,224.0
A. Zapata,224.0
A. Trondsen,224.0
G. Masouras,224.0
D. Watmore,224.0
E. Hernández,224.0
R. Pereyra,224.0
A. Pulido,224.0
Rúben Vinagre,224.0
A. Fransson,224.0
Mateus,224.0
C. Orrantía,224.0
B. Parker,224.0
Jonatan Soriano,224.0
J. Correa,224.0
X. Mercier,224.0
S. Montoya,224.0
M. Wolf,224.0
David Haro,224.0
S. Maier,224.0
P. Kurzweg,224.0
Pedro Sánchez,224.0
Jairinhazo,224.0
Jefferson,224.0
Lisandro Semedo,224.0
D. Lazović,224.0
B. Linssen,224.0
J. Murphy,224.0
J. Jervis,224.0
R. Buess,224.0
R. Wallace,224.0
F. Cristaldo,224.0
V. Grifo,224.0
N. Tapia,224.0
M. Petržela,224.0
I. Sacko,224.0
Cidinho,224.0
V. N'Simba,224.0
L. Phiri,224.0
J. dos Santos,224.0
J. Clarke,224.0
Samu Saiz,224.0
D. Imrie,224.0
M. Rivero,224.0
L. Grabban,224.0
M. Boyle,224.0
J. Garro,224.0
M. Demir,224.0
K. Çörekçi,224.0
P. Lees-Melou,224.0
J. Kodjia,224.0
Escudero,224.0
A. Khubulov,224.0
G. Ramírez,224.0
O. Tannane,224.0
C. Nhamoinesu,224.0
A. Baby,224.0
F. Lewis,224.0
C. Dunne,224.0
A. Christiansen,224.0
A. Yarmolenko,224.0
C. Buchtmann,224.0
M. Bennett,224.0
Néstor Albiach,224.0
N. González,224.0
E. Banega,224.0
Wilson Manafá,224.0
L. Mendoza,224.0
F. Ojo,224.0
R. Muhammed,224.0
J. Cuevas,224.0
H. Winks,224.0
H. Droguett,224.0
J. Cristaldo,224.0
A. Merkel,224.0
D. Gremsl,224.0
Pau Morer,224.0
R. Quaison,224.0
J. Kembo-Ekoko,224.0
R. Karsdorp,224.0
S. Fofana,224.0
João Teixeira,224.0
D. Toth,224.0
M. Done,224.0
C. Nkunku,224.0
João Pedro,224.0
Pedraza,224.0
C. Antwi,224.0
Tang Miao,224.0
K. Laimer,224.0
M. Ibarra,224.0
A. Traoré,224.0
D. Valdés,224.0
Park Jong Jin,224.0
E. Lenjani,224.0
L. Kelly,224.0
A. Dzabana,224.0
Y. Hinestroza,224.0
M. Clayton,224.0
C. Núñez,224.0
D. Valdés,224.0
J. Croux,224.0
V. Claesson,224.0
O. Barreto,224.0
A. Robinson,224.0
P. Rodríguez,224.0
L. Barreiro Martins,224.0
A. Schenetti,224.0
Wellington,224.0
P. Weihrauch,224.0
M. Luongo,224.0
H. Yamada,224.0
J. Medranda,224.0
Kang Sang Woo,224.0
Aday Benítez,224.0
F. Mollet,224.0
P. Tau,224.0
Edercinho Sepa,224.0
K. Billiat,224.0
A. Affane,224.0
J. Forte,224.0
O. Shodipo,224.0
D. Jiménez,224.0
Bojan,224.0
V. Anita,224.0
J. Arp,224.0
B. Davies,224.0
M. Richter,224.0
E. Berko,224.0
C. Biraghi,224.0
B. Alemán,224.0
J. Silva,223.0
R. Baku,223.0
M. Gómez,223.0
K. Boateng,223.0
A. Wiegel,223.0
K. Stafylidis,223.0
R. Lukaku,223.0
K. Arkivuo,223.0
A. Smith,223.0
V. Ignatiev,223.0
N. Thomas,223.0
R. Maiello,223.0
Jordi Calavera,223.0
R. Ibarra,223.0
Rômulo,223.0
O. Fisher,223.0
A. Donnarumma,223.0
N. Royón,223.0
C. Penilla,223.0
M. Vecino,223.0
J. Zárate,223.0
Kim Sang Won,223.0
L. Cook,223.0
R. Hall,223.0
V. Supriaga,223.0
Q. Martinus,223.0
Rober Ibáñez,223.0
V. Malcorra,223.0
C. Espinoza,223.0
B. De Alba,223.0
J. Pohl,223.0
M. Šitum,223.0
T. Matsuda,223.0
G. Taylor,223.0
L. Vitale,223.0
E. Hestad,223.0
P. Mingoia,223.0
Núrio,223.0
Jota,223.0
M. Calderoni,223.0
N. Moumi Ngamaleu,223.0
B. Woodburn,223.0
Edgar Costa,223.0
M. Boadu,223.0
S. Romero,223.0
A. Tanaka,223.0
J. Gómez,223.0
M. Jacobs,223.0
T. Kroos,223.0
R. Brown,223.0
D. Amoo,223.0
Y. M'Vila,223.0
U. Bozok,223.0
J. Dompé,223.0
P. Karlsson Lagemyr,223.0
G. Shibasaki,223.0
K. Shirai,223.0
R. Matarrita,223.0
Bai Jiajun,223.0
F. Pardo,223.0
I. Toney,223.0
D. Biseswar,223.0
E. Mas,223.0
Borja Valle,223.0
Jaime Romero,223.0
Vágner Love,223.0
A. Özbiliz,223.0
Sergi Palencia,223.0
M. Ruben,223.0
B. Idowu,223.0
J. Delgado,223.0
J. Williams,223.0
R. Jenssen,223.0
B. Thompson,223.0
V. Rongier,223.0
G. Peruzzi,223.0
Marquinhos,223.0
D. Caicedo,223.0
Mario Gaspar,223.0
D. Nugent,223.0
Alejandro Rodríguez,223.0
E. Torres,223.0
S. Winnall,223.0
M. Dabbur,223.0
D. Hernández,223.0
W. Geubbels,223.0
K. Honda,223.0
S. Lobjanidze,223.0
Fabrício,223.0
A. Preciado,223.0
C. Tévez,223.0
M. Saeid,223.0
M. Omoh,223.0
Dani Romera,223.0
R. Leonard,223.0
O. Kakabadze,223.0
F. Sacko,223.0
G. Evans,223.0
Kim Jin Su,223.0
J. Morris,223.0
G. Bigirimana,223.0
Angulo,223.0
C. Domínguez,223.0
Querol,223.0
Cho Young Wook,223.0
D. Kombarov,223.0
D. Sidibé,223.0
A. Traoré,223.0
G. Edwards,223.0
T. Takagi,223.0
S. Iacoponi,223.0
M. Albrighton,223.0
Bruno Michel,223.0
Alex,223.0
A. Esswein,223.0
Oyarzabal,223.0
V. Kostevych,223.0
T. Schwede,223.0
A. Diomande,223.0
N. Fitzgerald,223.0
J. Murillo,223.0
J. Leko,223.0
S. Koroki,223.0
D. Delgado,223.0
Z. Bergdich,223.0
T. Chery,223.0
Allano,223.0
Nuno Campos,223.0
C. Bravo,223.0
J. Hunt,223.0
N. Granatowski,223.0
David Juncà,223.0
